Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
6074985,WHOSIS_000001,COUNTRY,MUS,YEAR,AFR,Africa,SEX,SEX_FMLE,2010,,,,,,,76.9 [76.8-77.1],76.92674,76.77173,77.13774,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6075886,WHOSIS_000001,COUNTRY,SLB,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2016,,,,,,,65.3 [64.3-66.3],65.29462,64.31969,66.28517,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6078621,WHOSIS_000001,COUNTRY,IDN,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2005,,,,,,,68.2 [67.8-68.8],68.23472,67.77002,68.81413,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6079232,WHOSIS_000001,COUNTRY,SWE,YEAR,EUR,Europe,SEX,SEX_BTSX,2008,,,,,,,80.9 [80.9-81.0],80.92802,80.92578,80.99819,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
6079349,WHOSIS_000001,COUNTRY,EST,YEAR,EUR,Europe,SEX,SEX_BTSX,2020,,,,,,,78.6 [78.5-78.8],78.6219,78.4595,78.80546,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
6081890,WHOSIS_000001,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2011,,,,,,,59.5 [58.5-60.8],59.54864,58.46143,60.76279,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6082415,WHOSIS_000001,COUNTRY,LSO,YEAR,AFR,Africa,SEX,SEX_BTSX,2016,,,,,,,49.9 [48.8-51.3],49.94867,48.79964,51.34707,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6084853,WHOSIS_000001,COUNTRY,VNM,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2020,,,,,,,70.4 [69.8-71.1],70.40858,69.8412,71.07703,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
6085720,WHOSIS_000001,COUNTRY,HTI,YEAR,AMR,Americas,SEX,SEX_FMLE,2002,,,,,,,57.2 [56.5-58.1],57.23631,56.47695,58.10507,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
6085984,WHOSIS_000001,COUNTRY,SWZ,YEAR,AFR,Africa,SEX,SEX_FMLE,2014,,,,,,,54.2 [52.8-55.7],54.15616,52.75883,55.69751,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6086149,WHOSIS_000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2006,,,,,,,73.7 [73.4-74.0],73.68418,73.36485,73.99749,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
6086301,WHOSIS_000001,COUNTRY,AUS,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2002,,,,,,,80.2 [80.2-80.3],80.19006,80.18276,80.2602,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
6086930,WHOSIS_000001,COUNTRY,BHS,YEAR,AMR,Americas,SEX,SEX_MLE,2004,,,,,,,69.1 [68.8-69.4],69.09375,68.80452,69.43784,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6088626,WHOSIS_000001,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2000,,,,,,,79.3 [79.3-79.4],79.34842,79.27081,79.42602,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6088637,WHOSIS_000001,COUNTRY,COG,YEAR,AFR,Africa,SEX,SEX_MLE,2016,,,,,,,62.2 [61.3-63.3],62.23006,61.32211,63.2526,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6088803,WHOSIS_000001,COUNTRY,CYP,YEAR,EUR,Europe,SEX,SEX_MLE,2008,,,,,,,78.5 [78.3-78.8],78.47307,78.27946,78.76321,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
6089106,WHOSIS_000001,COUNTRY,ALB,YEAR,EUR,Europe,SEX,SEX_FMLE,2012,,,,,,,79.6 [79.2-80.0],79.55602,79.19385,79.98454,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
6089879,WHOSIS_000001,COUNTRY,BTN,YEAR,SEAR,South-East Asia,SEX,SEX_MLE,2000,,,,,,,65.7 [65.1-66.6],65.73343,65.09598,66.57055,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6091158,WHOSIS_000001,COUNTRY,CZE,YEAR,EUR,Europe,SEX,SEX_MLE,2017,,,,,,,76.0 [75.9-76.1],75.97839,75.93801,76.06759,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
6091396,WHOSIS_000001,COUNTRY,BHR,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2019,,,,,,,76.0 [75.8-76.4],76.02945,75.82267,76.38966,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6092311,WHOSIS_000001,COUNTRY,SVK,YEAR,EUR,Europe,SEX,SEX_MLE,2000,,,,,,,69.2 [69.2-69.4],69.2306,69.16496,69.35378,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6093061,WHOSIS_000001,COUNTRY,WSM,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2006,,,,,,,68.7 [68.1-69.4],68.71991,68.06569,69.36238,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
6094011,WHOSIS_000001,COUNTRY,BEN,YEAR,AFR,Africa,SEX,SEX_BTSX,2005,,,,,,,59.2 [58.4-60.0],59.21024,58.44396,60.04861,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6094248,WHOSIS_000001,COUNTRY,SWE,YEAR,EUR,Europe,SEX,SEX_BTSX,2021,,,,,,,82.7 [82.4-83.0],82.66491,82.3921,82.99817,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
6095047,WHOSIS_000001,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2010,,,,,,,62.0 [60.8-63.4],62.01403,60.8141,63.42773,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6097616,WHOSIS_000001,COUNTRY,AUS,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2016,,,,,,,80.7 [80.6-80.8],80.68949,80.62073,80.75826,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6097828,WHOSIS_000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2016,,,,,,,73.3 [73.0-73.8],73.30824,72.98832,73.75277,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6099466,WHOSIS_000001,REGION,EUR,YEAR,,,SEX,SEX_BTSX,2000,,,,,,,72.4 [72.3-72.6],72.39957,72.28747,72.60786,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6099732,WHOSIS_000001,COUNTRY,MWI,YEAR,AFR,Africa,SEX,SEX_MLE,2019,,,,,,,60.4 [59.6-61.5],60.42691,59.61679,61.52534,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6100484,WHOSIS_000001,COUNTRY,ZMB,YEAR,AFR,Africa,SEX,SEX_BTSX,2005,,,,,,,50.3 [49.2-51.2],50.26129,49.21393,51.23308,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6101618,WHOSIS_000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,SEX_BTSX,2010,,,,,,,62.5 [61.8-63.4],62.52359,61.78613,63.35789,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6102028,WHOSIS_000001,COUNTRY,ISL,YEAR,EUR,Europe,SEX,SEX_MLE,2009,,,,,,,79.8 [79.7-80.0],79.81675,79.68188,79.98154,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
6102086,WHOSIS_000001,COUNTRY,BRB,YEAR,AMR,Americas,SEX,SEX_MLE,2008,,,,,,,73.7 [73.5-73.9],73.69642,73.4597,73.94279,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
6102349,WHOSIS_000001,COUNTRY,GIN,YEAR,AFR,Africa,SEX,SEX_MLE,2016,,,,,,,58.5 [57.5-59.7],58.46954,57.45056,59.6615,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6102548,WHOSIS_000001,COUNTRY,TCD,YEAR,AFR,Africa,SEX,SEX_BTSX,2019,,,,,,,59.4 [58.1-60.6],59.37354,58.10431,60.59984,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6102829,WHOSIS_000001,REGION,AFR,YEAR,,,SEX,SEX_MLE,2018,,,,,,,61.9 [61.0-62.7],61.86239,60.95586,62.72427,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
6103041,WHOSIS_000001,COUNTRY,HTI,YEAR,AMR,Americas,SEX,SEX_FMLE,2019,,,,,,,64.2 [63.1-65.2],64.16413,63.1451,65.23138,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6103454,WHOSIS_000001,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,SEX_FMLE,2005,,,,,,,67.0 [66.4-67.5],67.0019,66.44672,67.54452,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6105070,WHOSIS_000001,COUNTRY,GUY,YEAR,AMR,Americas,SEX,SEX_MLE,2009,,,,,,,63.2 [62.7-63.9],63.19896,62.68675,63.86368,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
6105831,WHOSIS_000001,COUNTRY,CZE,YEAR,EUR,Europe,SEX,SEX_MLE,2021,,,,,,,74.0 [74.0-74.1],74.01309,73.9724,74.10914,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
6106312,WHOSIS_000001,COUNTRY,TJK,YEAR,EUR,Europe,SEX,SEX_MLE,2008,,,,,,,67.2 [66.6-67.9],67.20572,66.64269,67.85261,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
6106861,WHOSIS_000001,REGION,SEAR,YEAR,,,SEX,SEX_BTSX,2012,,,,,,,69.1 [68.5-69.6],69.06375,68.52401,69.61534,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
6107517,WHOSIS_000001,COUNTRY,ATG,YEAR,AMR,Americas,SEX,SEX_MLE,2016,,,,,,,73.8 [73.6-74.1],73.80225,73.59001,74.08914,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6107657,WHOSIS_000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2003,,,,,,,73.9 [73.5-74.3],73.8967,73.54364,74.2742,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
6107922,WHOSIS_000001,COUNTRY,VUT,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2012,,,,,,,70.0 [69.6-70.5],69.98992,69.62559,70.49189,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
6110005,WHOSIS_000001,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2021,,,,,,,74.6 [74.1-75.1],74.56878,74.08967,75.13483,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
6111007,WHOSIS_000001,COUNTRY,GHA,YEAR,AFR,Africa,SEX,SEX_FMLE,2012,,,,,,,65.7 [65.1-66.5],65.74829,65.06069,66.54345,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
6111925,WHOSIS_000001,COUNTRY,BTN,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2004,,,,,,,68.9 [68.2-69.6],68.88514,68.22949,69.60447,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6115693,WHOSIS_000001,COUNTRY,KHM,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2003,,,,,,,61.9 [61.4-62.4],61.89364,61.37842,62.41744,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
6116572,WHOSIS_000001,COUNTRY,TJK,YEAR,EUR,Europe,SEX,SEX_BTSX,2010,,,,,,,69.9 [69.4-70.5],69.92201,69.43823,70.48951,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6117878,WHOSIS_000001,COUNTRY,NAM,YEAR,AFR,Africa,SEX,SEX_FMLE,2009,,,,,,,62.7 [61.6-63.8],62.67627,61.59195,63.83496,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
6117909,WHOSIS_000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_BTSX,2009,,,,,,,55.3 [54.9-55.6],55.26976,54.9198,55.61384,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
6119348,WHOSIS_000001,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_BTSX,2019,,,,,,,81.0 [80.9-81.0],80.97361,80.9139,81.03331,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
6119387,WHOSIS_000001,COUNTRY,SWE,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,82.4 [82.4-82.4],82.3707,82.36203,82.44493,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6120510,WHOSIS_000001,COUNTRY,GBR,YEAR,EUR,Europe,SEX,SEX_MLE,2008,,,,,,,77.6 [77.5-77.6],77.55171,77.49304,77.61039,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
6121033,WHOSIS_000001,COUNTRY,DOM,YEAR,AMR,Americas,SEX,SEX_FMLE,2005,,,,,,,75.6 [75.1-76.2],75.60476,75.14286,76.1903,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6121793,WHOSIS_000001,COUNTRY,HUN,YEAR,EUR,Europe,SEX,SEX_MLE,2021,,,,,,,70.9 [70.9-71.0],70.94423,70.90719,71.0448,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
6122966,WHOSIS_000001,COUNTRY,GRD,YEAR,AMR,Americas,SEX,SEX_MLE,2006,,,,,,,68.0 [67.8-68.3],67.95419,67.79575,68.26589,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
6122968,WHOSIS_000001,COUNTRY,FIN,YEAR,EUR,Europe,SEX,SEX_MLE,2003,,,,,,,75.1 [75.1-75.2],75.07989,75.05949,75.17603,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
6123595,WHOSIS_000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_FMLE,2011,,,,,,,61.4 [61.1-61.7],61.36393,61.11101,61.69309,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6123639,WHOSIS_000001,COUNTRY,BWA,YEAR,AFR,Africa,SEX,SEX_BTSX,2013,,,,,,,60.6 [59.4-61.8],60.61243,59.42958,61.80643,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6124478,WHOSIS_000001,COUNTRY,CRI,YEAR,AMR,Americas,SEX,SEX_FMLE,2000,,,,,,,80.6 [80.5-80.8],80.59815,80.52597,80.75713,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
6124666,WHOSIS_000001,COUNTRY,BFA,YEAR,AFR,Africa,SEX,SEX_FMLE,2005,,,,,,,56.8 [56.0-57.6],56.80617,56.01252,57.61618,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6124819,WHOSIS_000001,COUNTRY,MNG,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2002,,,,,,,60.4 [59.9-61.0],60.38249,59.92509,60.97505,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
6125435,WHOSIS_000001,COUNTRY,GIN,YEAR,AFR,Africa,SEX,SEX_MLE,2018,,,,,,,59.4 [58.4-60.6],59.3937,58.41441,60.56837,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
6125575,WHOSIS_000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_MLE,2020,,,,,,,61.9 [61.4-62.3],61.88283,61.44677,62.34291,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
6126194,WHOSIS_000001,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2011,,,,,,,77.5 [77.4-77.6],77.50099,77.43943,77.56256,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6127993,WHOSIS_000001,COUNTRY,SLV,YEAR,AMR,Americas,SEX,SEX_BTSX,2013,,,,,,,74.8 [74.6-75.0],74.78718,74.61087,75.01048,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6128459,WHOSIS_000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2015,,,,,,,76.5 [76.2-77.0],76.51035,76.2327,77.00151,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
6129236,WHOSIS_000001,COUNTRY,NOR,YEAR,EUR,Europe,SEX,SEX_BTSX,2017,,,,,,,82.3 [82.3-82.4],82.33383,82.31045,82.42283,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
6131128,WHOSIS_000001,COUNTRY,COG,YEAR,AFR,Africa,SEX,SEX_FMLE,2014,,,,,,,61.7 [61.1-62.6],61.74484,61.05409,62.58772,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6131946,WHOSIS_000001,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2005,,,,,,,56.6 [55.7-57.6],56.59519,55.71296,57.59206,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6132637,WHOSIS_000001,COUNTRY,GIN,YEAR,AFR,Africa,SEX,SEX_FMLE,2012,,,,,,,60.1 [59.3-61.0],60.09114,59.32854,60.95423,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
6133189,WHOSIS_000001,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_FMLE,2018,,,,,,,83.9 [83.9-84.0],83.91042,83.89197,83.98876,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
6133238,WHOSIS_000001,COUNTRY,SSD,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,55.2 [53.9-56.5],55.24392,53.89715,56.49406,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6133297,WHOSIS_000001,COUNTRY,CHE,YEAR,EUR,Europe,SEX,SEX_MLE,2010,,,,,,,80.0 [80.0-80.1],80.03268,80.02069,80.11853,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6134070,WHOSIS_000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,SEX_FMLE,2003,,,,,,,56.1 [54.9-57.2],56.05639,54.88866,57.19529,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
6134746,WHOSIS_000001,COUNTRY,EST,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,77.9 [77.8-78.1],77.87002,77.80201,78.05285,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6135430,WHOSIS_000001,COUNTRY,BHR,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2007,,,,,,,72.4 [72.2-72.6],72.38723,72.22558,72.64216,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6135905,WHOSIS_000001,COUNTRY,UZB,YEAR,EUR,Europe,SEX,SEX_MLE,2005,,,,,,,60.6 [60.2-61.1],60.63762,60.21462,61.06282,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6136339,WHOSIS_000001,COUNTRY,MEX,YEAR,AMR,Americas,SEX,SEX_FMLE,2014,,,,,,,78.5 [78.3-78.7],78.48297,78.33182,78.66342,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6136455,WHOSIS_000001,COUNTRY,TJK,YEAR,EUR,Europe,SEX,SEX_FMLE,2013,,,,,,,73.7 [73.3-74.2],73.66923,73.29266,74.17632,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
6137276,WHOSIS_000001,COUNTRY,SLV,YEAR,AMR,Americas,SEX,SEX_FMLE,2010,,,,,,,78.3 [78.1-78.4],78.25501,78.07939,78.44317,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
6137475,WHOSIS_000001,COUNTRY,NOR,YEAR,EUR,Europe,SEX,SEX_BTSX,2005,,,,,,,80.1 [80.0-80.1],80.05177,80.02959,80.14091,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6139275,WHOSIS_000001,COUNTRY,LAO,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2007,,,,,,,60.5 [59.8-61.3],60.49023,59.77776,61.33374,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
6139829,WHOSIS_000001,COUNTRY,DOM,YEAR,AMR,Americas,SEX,SEX_BTSX,2014,,,,,,,73.3 [72.6-73.8],73.26353,72.55544,73.81822,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6139998,WHOSIS_000001,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2014,,,,,,,50.8 [49.5-52.3],50.80564,49.47661,52.28544,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6141962,WHOSIS_000001,COUNTRY,GRC,YEAR,EUR,Europe,SEX,SEX_MLE,2012,,,,,,,77.9 [77.9-78.0],77.89651,77.88706,77.97209,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
6142660,WHOSIS_000001,COUNTRY,VNM,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2001,,,,,,,67.7 [67.3-68.3],67.74286,67.33012,68.30304,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
6143136,WHOSIS_000001,COUNTRY,TCD,YEAR,AFR,Africa,SEX,SEX_FMLE,2005,,,,,,,54.4 [53.6-55.2],54.36126,53.58996,55.18517,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6144437,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_LMI,YEAR,,,SEX,SEX_FMLE,2004,,,,,,,66.0 [65.5-66.5],65.96695,65.45443,66.51658,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
6144822,WHOSIS_000001,COUNTRY,WSM,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2020,,,,,,,70.2 [69.6-70.9],70.19463,69.6286,70.86187,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
6145807,WHOSIS_000001,COUNTRY,BLR,YEAR,EUR,Europe,SEX,SEX_MLE,2001,,,,,,,62.7 [62.6-62.8],62.66551,62.56521,62.79535,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
6146602,WHOSIS_000001,COUNTRY,BOL,YEAR,AMR,Americas,SEX,SEX_BTSX,2018,,,,,,,72.7 [72.0-73.6],72.6907,71.99641,73.5605,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
6148393,WHOSIS_000001,REGION,SEAR,YEAR,,,SEX,SEX_MLE,2005,,,,,,,64.7 [64.2-65.3],64.74927,64.17258,65.30141,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
