Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1826319,WHOSIS_000001,COUNTRY,UKR,YEAR,EUR,Europe,SEX,SEX_FMLE,2014,,,,,,,76.1 [76.1-76.2],76.08664,76.05442,76.17763,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1826666,WHOSIS_000001,REGION,EMR,YEAR,,,SEX,SEX_MLE,2015,,,,,,,67.3 [66.6-68.2],67.30537,66.59234,68.16266,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1827402,WHOSIS_000001,COUNTRY,MRT,YEAR,AFR,Africa,SEX,SEX_FMLE,2005,,,,,,,65.9 [65.2-66.5],65.85142,65.24198,66.523,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1828177,WHOSIS_000001,COUNTRY,AGO,YEAR,AFR,Africa,SEX,SEX_BTSX,2006,,,,,,,54.3 [53.2-55.2],54.27927,53.20532,55.22638,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1828428,WHOSIS_000001,COUNTRY,TJK,YEAR,EUR,Europe,SEX,SEX_BTSX,2007,,,,,,,68.7 [68.2-69.3],68.67357,68.21283,69.26155,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1829727,WHOSIS_000001,COUNTRY,KGZ,YEAR,EUR,Europe,SEX,SEX_BTSX,2010,,,,,,,69.2 [68.9-69.5],69.19156,68.90007,69.52152,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
832,WHOSIS_000001,COUNTRY,SOM,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2008,,,,,,,48.0 [46.7-49.6],48.03754,46.71678,49.62846,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1015,WHOSIS_000001,COUNTRY,BTN,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2002,,,,,,,67.8 [67.1-68.6],67.84567,67.08312,68.55874,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
3441,WHOSIS_000001,COUNTRY,BHR,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2011,,,,,,,75.2 [75.1-75.4],75.20536,75.05048,75.38518,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
6585,WHOSIS_000001,COUNTRY,SAU,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2005,,,,,,,73.1 [72.8-73.5],73.12227,72.80645,73.47895,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
6834,WHOSIS_000001,COUNTRY,CYP,YEAR,EUR,Europe,SEX,SEX_MLE,2003,,,,,,,76.9 [76.7-77.2],76.86013,76.67124,77.16348,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
7143,WHOSIS_000001,COUNTRY,DNK,YEAR,EUR,Europe,SEX,SEX_MLE,2014,,,,,,,78.6 [78.6-78.7],78.61687,78.59348,78.70575,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8386,WHOSIS_000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2007,,,,,,,69.6 [69.3-70.0],69.58191,69.27042,69.99117,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
8913,WHOSIS_000001,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2020,,,,,,,73.9 [73.3-74.4],73.86985,73.33215,74.427,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9833,WHOSIS_000001,COUNTRY,WSM,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2004,,,,,,,72.1 [71.6-72.7],72.08096,71.56648,72.73082,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
11113,WHOSIS_000001,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2014,,,,,,,78.4 [78.0-78.9],78.39097,77.97735,78.89185,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
12415,WHOSIS_000001,COUNTRY,URY,YEAR,AMR,Americas,SEX,SEX_BTSX,2015,,,,,,,77.1 [77.1-77.2],77.09925,77.05356,77.20308,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
12418,WHOSIS_000001,COUNTRY,DNK,YEAR,EUR,Europe,SEX,SEX_FMLE,2020,,,,,,,83.2 [83.1-83.3],83.16167,83.13841,83.25734,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
12464,WHOSIS_000001,COUNTRY,PRI,YEAR,AMR,Americas,SEX,SEX_MLE,2020,,,,,,,76.1 [76.1-76.3],76.1409,76.05103,76.30636,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
13531,WHOSIS_000001,COUNTRY,GHA,YEAR,AFR,Africa,SEX,SEX_MLE,2005,,,,,,,58.3 [57.7-59.0],58.29583,57.73965,59.00903,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
14343,WHOSIS_000001,COUNTRY,TON,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2019,,,,,,,72.9 [72.4-73.6],72.94213,72.39304,73.64425,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
15883,WHOSIS_000001,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2009,,,,,,,76.6 [76.2-76.9],76.55739,76.24833,76.90902,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
16074,WHOSIS_000001,COUNTRY,TUR,YEAR,EUR,Europe,SEX,SEX_MLE,2012,,,,,,,73.8 [73.4-74.2],73.77355,73.3527,74.18742,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
16904,WHOSIS_000001,COUNTRY,BRA,YEAR,AMR,Americas,SEX,SEX_BTSX,2003,,,,,,,72.3 [72.0-72.6],72.30491,72.02894,72.58864,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
16991,WHOSIS_000001,COUNTRY,FJI,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2006,,,,,,,67.1 [66.8-67.4],67.0807,66.83476,67.36102,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
17826,WHOSIS_000001,COUNTRY,NIC,YEAR,AMR,Americas,SEX,SEX_MLE,2020,,,,,,,71.7 [71.4-72.1],71.71241,71.3989,72.07787,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
18763,WHOSIS_000001,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2003,,,,,,,65.7 [64.9-66.6],65.68954,64.89439,66.62662,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
19939,WHOSIS_000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,SEX_MLE,2017,,,,,,,72.1 [71.5-72.9],72.08322,71.46217,72.8917,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
20109,WHOSIS_000001,COUNTRY,TON,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2016,,,,,,,72.6 [71.9-73.2],72.56033,71.92826,73.19726,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
20142,WHOSIS_000001,COUNTRY,SWE,YEAR,EUR,Europe,SEX,SEX_MLE,2016,,,,,,,80.4 [80.4-80.4],80.36714,80.36303,80.44719,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
20976,WHOSIS_000001,GLOBAL,GLOBAL,YEAR,,,SEX,SEX_BTSX,2015,,,,,,,72.2 [71.7-72.7],72.18569,71.71226,72.66886,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
21907,WHOSIS_000001,COUNTRY,AUS,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2006,,,,,,,81.0 [81.0-81.1],81.04245,81.03701,81.11609,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
22147,WHOSIS_000001,COUNTRY,ISL,YEAR,EUR,Europe,SEX,SEX_BTSX,2005,,,,,,,80.9 [80.8-81.1],80.90304,80.80184,81.10646,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
22153,WHOSIS_000001,COUNTRY,COD,YEAR,AFR,Africa,SEX,SEX_FMLE,2018,,,,,,,63.6 [62.7-64.6],63.60932,62.6863,64.59326,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
23326,WHOSIS_000001,COUNTRY,FSM,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2001,,,,,,,63.8 [63.2-64.5],63.81961,63.1802,64.49686,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
23389,WHOSIS_000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_MLE,2018,,,,,,,61.3 [60.1-62.4],61.26092,60.11077,62.42374,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
23746,WHOSIS_000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,SEX_BTSX,2007,,,,,,,58.6 [57.7-59.2],58.55064,57.73834,59.23246,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
23839,WHOSIS_000001,COUNTRY,ATG,YEAR,AMR,Americas,SEX,SEX_BTSX,2016,,,,,,,75.5 [75.3-75.9],75.54813,75.2612,75.85073,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
26095,WHOSIS_000001,COUNTRY,BWA,YEAR,AFR,Africa,SEX,SEX_MLE,2005,,,,,,,50.8 [49.6-52.2],50.847,49.64729,52.20969,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
26111,WHOSIS_000001,COUNTRY,CYP,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,81.5 [81.3-81.8],81.505,81.336,81.76925,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
26525,WHOSIS_000001,COUNTRY,TUN,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2013,,,,,,,79.1 [78.5-80.0],79.10734,78.48657,79.95493,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
27723,WHOSIS_000001,COUNTRY,CZE,YEAR,EUR,Europe,SEX,SEX_FMLE,2017,,,,,,,81.7 [81.7-81.8],81.69093,81.65996,81.80088,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
29301,WHOSIS_000001,COUNTRY,PNG,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2011,,,,,,,65.0 [64.3-65.9],65.03279,64.3239,65.91542,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
29885,WHOSIS_000001,COUNTRY,FRA,YEAR,EUR,Europe,SEX,SEX_FMLE,2012,,,,,,,84.5 [84.5-84.6],84.52986,84.47186,84.58787,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
29893,WHOSIS_000001,COUNTRY,ESP,YEAR,EUR,Europe,SEX,SEX_MLE,2016,,,,,,,80.0 [80.0-80.1],80.04204,79.98195,80.10214,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
30549,WHOSIS_000001,COUNTRY,JAM,YEAR,AMR,Americas,SEX,SEX_BTSX,2011,,,,,,,72.9 [72.7-73.1],72.8614,72.68611,73.10766,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
30714,WHOSIS_000001,COUNTRY,SVK,YEAR,EUR,Europe,SEX,SEX_MLE,2020,,,,,,,73.5 [73.4-73.6],73.48148,73.43699,73.60505,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
34357,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_HI,YEAR,,,SEX,SEX_BTSX,2002,,,,,,,77.9 [77.9-78.0],77.91958,77.90362,77.99572,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
35349,WHOSIS_000001,COUNTRY,SWE,YEAR,EUR,Europe,SEX,SEX_MLE,2005,,,,,,,78.3 [78.3-78.4],78.31472,78.31267,78.38802,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
36146,WHOSIS_000001,COUNTRY,LBR,YEAR,AFR,Africa,SEX,SEX_FMLE,2021,,,,,,,64.3 [62.8-65.4],64.26884,62.83963,65.37267,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
37061,WHOSIS_000001,COUNTRY,IRL,YEAR,EUR,Europe,SEX,SEX_MLE,2004,,,,,,,75.9 [75.9-76.0],75.93999,75.91643,76.04515,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
38060,WHOSIS_000001,COUNTRY,SUR,YEAR,AMR,Americas,SEX,SEX_BTSX,2000,,,,,,,70.6 [70.2-71.0],70.55905,70.22082,71.00144,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
39204,WHOSIS_000001,COUNTRY,UZB,YEAR,EUR,Europe,SEX,SEX_BTSX,2009,,,,,,,66.3 [66.0-66.6],66.2801,65.97043,66.59868,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
39675,WHOSIS_000001,COUNTRY,NZL,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2018,,,,,,,83.4 [83.3-83.4],83.36205,83.3241,83.44853,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
42322,WHOSIS_000001,COUNTRY,GNB,YEAR,AFR,Africa,SEX,SEX_MLE,2014,,,,,,,54.7 [53.7-55.9],54.70521,53.69403,55.86665,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
43295,WHOSIS_000001,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2001,,,,,,,76.0 [75.5-76.7],76.00067,75.45488,76.659,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
43973,WHOSIS_000001,COUNTRY,DJI,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2012,,,,,,,61.2 [60.0-62.6],61.18324,60.01779,62.55482,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
44577,WHOSIS_000001,REGION,WPR,YEAR,,,SEX,SEX_MLE,2016,,,,,,,73.9 [73.5-74.3],73.92346,73.54227,74.32411,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
45587,WHOSIS_000001,COUNTRY,ECU,YEAR,AMR,Americas,SEX,SEX_BTSX,2017,,,,,,,77.3 [77.0-77.7],77.31252,76.98705,77.7151,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
47011,WHOSIS_000001,COUNTRY,TTO,YEAR,AMR,Americas,SEX,SEX_MLE,2018,,,,,,,70.6 [70.3-70.9],70.59042,70.33123,70.87132,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
47306,WHOSIS_000001,COUNTRY,NZL,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2003,,,,,,,79.1 [79.0-79.1],79.05551,79.02409,79.1485,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
47790,WHOSIS_000001,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,SEX_MLE,2018,,,,,,,68.9 [68.4-69.5],68.87556,68.35002,69.47412,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
48572,WHOSIS_000001,COUNTRY,ALB,YEAR,EUR,Europe,SEX,SEX_BTSX,2013,,,,,,,77.8 [77.3-78.3],77.77411,77.32304,78.3112,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
48893,WHOSIS_000001,COUNTRY,LSO,YEAR,AFR,Africa,SEX,SEX_MLE,2014,,,,,,,46.0 [44.9-47.4],46.03257,44.89196,47.37529,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
48966,WHOSIS_000001,COUNTRY,EST,YEAR,EUR,Europe,SEX,SEX_FMLE,2001,,,,,,,76.5 [76.4-76.6],76.47112,76.36929,76.62865,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
49165,WHOSIS_000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,SEX_BTSX,2005,,,,,,,78.0 [78.0-78.1],78.00491,77.98583,78.08477,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
50391,WHOSIS_000001,COUNTRY,BTN,YEAR,SEAR,South-East Asia,SEX,SEX_FMLE,2018,,,,,,,74.9 [74.3-75.6],74.94852,74.30723,75.63215,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
51740,WHOSIS_000001,COUNTRY,ESP,YEAR,EUR,Europe,SEX,SEX_FMLE,2001,,,,,,,82.8 [82.7-82.8],82.75513,82.68677,82.82349,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
51767,WHOSIS_000001,COUNTRY,ZWE,YEAR,AFR,Africa,SEX,SEX_BTSX,2021,,,,,,,58.5 [57.8-59.4],58.48102,57.7794,59.37351,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
51788,WHOSIS_000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_FMLE,2020,,,,,,,64.4 [63.4-65.4],64.43519,63.40697,65.38602,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
52403,WHOSIS_000001,COUNTRY,RUS,YEAR,EUR,Europe,SEX,SEX_BTSX,2011,,,,,,,69.8 [69.8-69.8],69.77053,69.75994,69.83251,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
52618,WHOSIS_000001,COUNTRY,HTI,YEAR,AMR,Americas,SEX,SEX_BTSX,2005,,,,,,,58.6 [57.8-59.6],58.63997,57.8389,59.58484,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
52967,WHOSIS_000001,COUNTRY,TUR,YEAR,EUR,Europe,SEX,SEX_MLE,2021,,,,,,,72.5 [72.1-73.1],72.5364,72.08314,73.0805,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
53072,WHOSIS_000001,COUNTRY,BEN,YEAR,AFR,Africa,SEX,SEX_BTSX,2020,,,,,,,64.4 [63.6-65.4],64.40363,63.58291,65.43045,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
53752,WHOSIS_000001,COUNTRY,GRC,YEAR,EUR,Europe,SEX,SEX_MLE,2000,,,,,,,76.0 [76.0-76.1],75.97017,75.95734,76.05834,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
55278,WHOSIS_000001,COUNTRY,BFA,YEAR,AFR,Africa,SEX,SEX_BTSX,2005,,,,,,,55.2 [54.4-56.0],55.19811,54.3616,55.97557,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
55882,WHOSIS_000001,COUNTRY,KGZ,YEAR,EUR,Europe,SEX,SEX_BTSX,2000,,,,,,,65.9 [65.6-66.4],65.9347,65.58023,66.43342,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
56756,WHOSIS_000001,COUNTRY,CYP,YEAR,EUR,Europe,SEX,SEX_BTSX,2010,,,,,,,81.2 [81.0-81.4],81.17823,80.98533,81.44886,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
57850,WHOSIS_000001,COUNTRY,BIH,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,74.5 [74.5-74.7],74.5276,74.45944,74.66124,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
57908,WHOSIS_000001,COUNTRY,MLT,YEAR,EUR,Europe,SEX,SEX_BTSX,2017,,,,,,,82.1 [82.0-82.3],82.05745,81.95151,82.25519,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
58507,WHOSIS_000001,COUNTRY,RUS,YEAR,EUR,Europe,SEX,SEX_FMLE,2010,,,,,,,74.8 [74.7-74.8],74.7635,74.74627,74.8399,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
59894,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_LI,YEAR,,,SEX,SEX_BTSX,2001,,,,,,,54.4 [53.5-55.6],54.40414,53.45242,55.55347,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
62130,WHOSIS_000001,COUNTRY,TCD,YEAR,AFR,Africa,SEX,SEX_BTSX,2011,,,,,,,56.2 [55.3-57.1],56.17787,55.27299,57.09773,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
62406,WHOSIS_000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,SEX_MLE,2000,,,,,,,63.7 [63.2-64.3],63.71118,63.243,64.31105,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
62530,WHOSIS_000001,COUNTRY,COD,YEAR,AFR,Africa,SEX,SEX_FMLE,2019,,,,,,,64.1 [63.3-65.0],64.08077,63.32812,64.96873,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
63522,WHOSIS_000001,REGION,SEAR,YEAR,,,SEX,SEX_BTSX,2007,,,,,,,66.9 [66.4-67.5],66.9253,66.43864,67.51625,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
63861,WHOSIS_000001,COUNTRY,TCD,YEAR,AFR,Africa,SEX,SEX_MLE,2012,,,,,,,55.1 [54.2-56.2],55.133,54.18474,56.18928,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
65943,WHOSIS_000001,COUNTRY,NLD,YEAR,EUR,Europe,SEX,SEX_FMLE,2010,,,,,,,82.5 [82.5-82.6],82.50006,82.48382,82.57574,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
66327,WHOSIS_000001,COUNTRY,TON,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2021,,,,,,,72.7 [72.1-73.5],72.72088,72.06895,73.52336,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
68410,WHOSIS_000001,COUNTRY,DNK,YEAR,EUR,Europe,SEX,SEX_BTSX,2013,,,,,,,80.2 [80.1-80.3],80.16458,80.14262,80.25636,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
70922,WHOSIS_000001,COUNTRY,NIC,YEAR,AMR,Americas,SEX,SEX_MLE,2004,,,,,,,72.9 [72.6-73.2],72.86952,72.57185,73.2107,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
71977,WHOSIS_000001,COUNTRY,ROU,YEAR,EUR,Europe,SEX,SEX_FMLE,2005,,,,,,,75.6 [75.6-75.7],75.61821,75.55952,75.74816,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
72184,WHOSIS_000001,COUNTRY,FJI,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2012,,,,,,,65.6 [65.2-66.0],65.56657,65.15048,66.02159,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
73037,WHOSIS_000001,COUNTRY,SLB,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2013,,,,,,,62.5 [61.6-63.6],62.54505,61.57461,63.5789,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
74215,WHOSIS_000001,COUNTRY,ATG,YEAR,AMR,Americas,SEX,SEX_MLE,2018,,,,,,,74.0 [73.8-74.4],74.02403,73.79536,74.42164,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
